Sample	Series	Platform	Speak	Breakpoint_CNA	Breakpoint_CBS	Spread	Label
GSM174845	GSE7255	GPL3718	5.72639388152009	9	24	0.325096134295145	1
GSM174847	GSE7255	GPL3718	1.13270281071153	120	25	0.21546744660095	1
GSM174853	GSE7255	GPL3718	15.8787615905622	14	24	0.235297933862408	1
GSM174854	GSE7255	GPL3718	18.3589879013826	11	26	0.219628942385731	1
GSM182853	GSE7545	GPL3718	12.4758842333069	28	44	0.240652713707445	1
GSM188190	GSE7822	GPL3718	11.1733424643365	27	52	0.242423129522745	1
GSM188225	GSE7822	GPL3718	5.38776037428938	37	69	0.258262262600551	1
GSM188228	GSE7822	GPL3718	11.4648586956702	50	68	0.227137270501002	1
GSM188230	GSE7822	GPL3718	14.1263085224086	78	65	0.213785136627988	1
GSM188234	GSE7822	GPL3718	11.8677373748542	41	59	0.232237990117047	1
GSM242187	GSE9585	GPL3718	10.7033460350726	32	56	0.25940774563754	1
GSM243065	GSE9611	GPL3718	6.07839133111857	13	39	0.223625384684949	1
GSM253301	GSE10092	GPL3718	7.17857197551161	40	69	0.280058631782799	1
GSM254355	GSE10092	GPL3718	10.2500816067398	27	41	0.226924311076327	1
GSM254841	GSE10092	GPL3718	4.29041283493264	22	26	0.288264096021214	1
GSM302687	GSE11960	GPL3718	11.9282632895745	33	40	0.264043832200061	1
GSM302710	GSE11960	GPL3718	6.56752597295845	29	94	0.252437323983412	1
GSM302720	GSE11960	GPL3718	11.6382212951883	56	64	0.261975853763466	1
GSM302722	GSE11960	GPL3718	4.86774361456896	13	35	0.252325654277333	1
GSM302723	GSE11960	GPL3718	11.5076585561715	23	30	0.26330235065502	1
GSM302735	GSE11960	GPL3718	13.0760774257038	48	60	0.254156278808365	1
GSM302736	GSE11960	GPL3718	8.55394249892796	24	36	0.266292722834299	1
GSM313809	GSE12494	GPL3718	21.7241894974442	16	24	0.241579798380579	1
GSM313811	GSE12494	GPL3718	8.50960633832709	15	24	0.214687328908384	1
GSM313818	GSE12494	GPL3718	26.3080492686271	12	22	0.228518833196158	1
GSM313826	GSE12494	GPL3718	20.1112765857701	12	24	0.222962965770733	1
GSM313834	GSE12494	GPL3718	21.4765582932982	47	36	0.218886524365045	1
GSM313840	GSE12494	GPL3718	7.41748883058117	13	31	0.213171529263158	1
GSM313846	GSE12494	GPL3718	17.7130204540022	12	26	0.204585392180613	1
GSM313847	GSE12494	GPL3718	25.3524515369367	17	28	0.219703210547585	1
GSM313851	GSE12494	GPL3718	12.5410246450146	14	24	0.229838512840705	1
GSM313852	GSE12494	GPL3718	4.21721531976929	9	31	0.250078730390021	1
GSM313856	GSE12494	GPL3718	10.51371557451	12	22	0.224792249318558	1
GSM313859	GSE12494	GPL3718	12.7744287044985	29	45	0.219250097533591	1
GSM313878	GSE12494	GPL3718	4.87644001779499	17	40	0.254072948730826	1
GSM313880	GSE12494	GPL3718	6.14264478791928	23	38	0.214718388606998	1
GSM313882	GSE12494	GPL3718	4.48725200455509	11	26	0.215188279628089	1
GSM313885	GSE12494	GPL3718	8.67077780516058	17	43	0.219223608267073	1
GSM313887	GSE12494	GPL3718	13.7608249807716	54	74	0.217186113177798	1
GSM313888	GSE12494	GPL3718	4.89531444911719	12	26	0.284207654655057	1
GSM313890	GSE12494	GPL3718	13.2284630697777	58	55	0.228146069766174	1
GSM313896	GSE12494	GPL3718	8.70276271329173	31	44	0.195636439108778	1
GSM313897	GSE12494	GPL3718	11.3500219756293	33	46	0.217865149326438	1
GSM313916	GSE12494	GPL3718	12.1697775133458	22	39	0.22100774890531	1
GSM313919	GSE12494	GPL3718	14.2606311480103	35	53	0.198669107907953	1
GSM313920	GSE12494	GPL3718	9.39461049433983	22	39	0.222635835842854	1
GSM313921	GSE12494	GPL3718	11.8475579432519	41	43	0.220643690829893	1
GSM313927	GSE12494	GPL3718	16.9481665139247	49	43	0.198819692630027	1
GSM313934	GSE12494	GPL3718	21.3513526744406	16	23	0.20816281687548	1
GSM313937	GSE12494	GPL3718	9.35577964952587	23	30	0.203410555879179	1
GSM313943	GSE12494	GPL3718	14.4256692595008	14	22	0.197862881580525	1
GSM313945	GSE12494	GPL3718	22.2083928167251	15	22	0.190414142897298	1
GSM313955	GSE12494	GPL3718	8.87275208774526	23	31	0.211841370763636	1
GSM313966	GSE12494	GPL3718	6.20556406754428	29	34	0.190597505047606	1
GSM313970	GSE12494	GPL3718	13.188555727755	18	29	0.188357274691945	1
GSM313973	GSE12494	GPL3718	16.434303051728	25	37	0.182743794244468	1
GSM313978	GSE12494	GPL3718	21.921485377022	10	24	0.200702194371683	1
GSM313981	GSE12494	GPL3718	17.1903640862904	13	27	0.184374414458269	1
GSM313982	GSE12494	GPL3718	25.0435108683765	14	24	0.201157593546826	1
GSM313988	GSE12494	GPL3718	16.5516325989725	15	24	0.208185651972216	1
GSM313990	GSE12494	GPL3718	12.2926238406469	12	22	0.228709811297931	1
GSM313991	GSE12494	GPL3718	15.0157146844836	14	22	0.244011086862927	1
GSM314005	GSE12494	GPL3718	8.52584670823303	36	52	0.196420802542117	1
GSM317804	GSE12660	GPL3718	9.47401072384644	9	23	0.240795140962139	1
GSM317805	GSE12660	GPL3718	4.0494378093889	12	32	0.241240980763332	1
GSM323196	GSE12896	GPL3718	12.4237042823589	22	47	0.196746190278675	1
GSM323200	GSE12896	GPL3718	16.8288490678263	17	22	0.228070815822158	1
GSM323212	GSE12896	GPL3718	11.0092887618665	16	49	0.212766055513091	1
GSM323214	GSE12896	GPL3718	13.4409956412093	9	24	0.222193092863751	1
GSM323225	GSE12896	GPL3718	11.1548110331946	9	30	0.230124226294376	1
GSM323226	GSE12896	GPL3718	7.55448270635953	14	32	0.233654579853168	1
GSM323233	GSE12896	GPL3718	13.7045912406332	29	39	0.205869027070857	1
GSM333816	GSE12494	GPL3718	5.79532264375502	59	72	0.226532094668665	1
GSM353435	GSE14087	GPL3718	5.70446843171725	15	26	0.208789118242498	1
GSM353437	GSE14087	GPL3718	5.52175110642204	37	72	0.197638249981121	1
GSM353440	GSE14087	GPL3718	12.8729327167395	8	33	0.179766224235931	1
GSM353443	GSE14087	GPL3718	15.4552531306241	23	39	0.211451974539206	1
GSM353452	GSE14087	GPL3718	6.92279498105193	41	53	0.216146573744813	1
GSM353458	GSE14087	GPL3718	17.1746109512193	15	25	0.239228934005524	1
GSM353471	GSE14087	GPL3718	22.0318842702629	26	35	0.220478471111373	1
GSM360555	GSE14437	GPL3718	14.5345101924061	15	23	0.256796169656859	1
GSM360568	GSE14437	GPL3718	13.1717508683068	10	29	0.20309407785305	1
GSM360569	GSE14437	GPL3718	13.2633319525724	8	29	0.1948788352667	1
GSM360579	GSE14437	GPL3718	11.5577871030695	17	24	0.22684862301352	1
GSM360580	GSE14437	GPL3718	10.6950033318892	12	29	0.196122399942136	1
GSM360590	GSE14437	GPL3718	10.7949735645905	39	54	0.221905851926397	1
GSM360618	GSE14437	GPL3718	14.7781308463271	30	36	0.201675531419937	1
GSM360662	GSE14437	GPL3718	14.1458838848968	50	44	0.200276736211783	1
GSM360674	GSE14437	GPL3718	14.8457646700117	91	94	0.22651474128848	1
GSM388979	GSE15526	GPL3718	8.54074592953432	45	71	0.186378010590571	1
GSM392624	GSE15688	GPL3718	5.55346606463349	23	41	0.234100174755897	1
GSM392635	GSE15688	GPL3718	3.84172643617975	19	36	0.310406299050028	1
GSM392660	GSE15688	GPL3718	3.11986970432213	30	42	0.236091542865647	1
GSM393017	GSE15696	GPL3718	16.085059871735	7	23	0.265543534628353	1
GSM393021	GSE15696	GPL3718	5.27442830052477	7	22	0.262214075175596	1
GSM393022	GSE15696	GPL3718	13.5779489088268	16	23	0.259928657176953	1
GSM393023	GSE15696	GPL3718	20.2920364918946	14	24	0.239336724774807	1
GSM393041	GSE15696	GPL3718	8.04520694944584	7	24	0.195534415403647	1
GSM393573	GSE15730	GPL3718	1.1933273911244	118	22	0.260381570408945	1
GSM393600	GSE15730	GPL3718	5.11708891953477	14	27	0.249589946765389	1
GSM393671	GSE15730	GPL3718	4.18560442588822	33	31	0.29315366421604	1
GSM395802	GSE15695	GPL3718	7.40048168199051	26	49	0.216852800381653	1
GSM395804	GSE15695	GPL3718	7.69158780296665	17	41	0.21793285210206	1
GSM395806	GSE15695	GPL3718	5.84338276902586	33	37	0.210938995711411	1
GSM395808	GSE15695	GPL3718	14.2433013792783	18	26	0.199303528531422	1
GSM395818	GSE15695	GPL3718	10.523846540446	27	32	0.269321183684235	1
GSM395826	GSE15695	GPL3718	11.7218133998935	21	31	0.225064062560731	1
GSM395846	GSE15695	GPL3718	11.8291419741329	22	32	0.213927381168825	1
GSM395860	GSE15695	GPL3718	8.6263721017359	18	26	0.256311101352406	1
GSM395864	GSE15695	GPL3718	18.9414608352439	16	22	0.302561951271228	1
GSM395868	GSE15695	GPL3718	12.0253988147111	20	33	0.225195801740765	1
GSM395888	GSE15695	GPL3718	10.4659322158234	24	29	0.307376613042962	1
GSM395898	GSE15695	GPL3718	9.02281974428598	24	38	0.268046096833066	1
GSM395904	GSE15695	GPL3718	15.8101257194604	20	25	0.228240903964773	1
GSM395908	GSE15695	GPL3718	13.072961768664	23	38	0.272535307973952	1
GSM395912	GSE15695	GPL3718	32.197778189894	14	28	0.197617938570582	1
GSM395934	GSE15695	GPL3718	10.0743587553485	43	65	0.224815200871567	1
GSM395936	GSE15695	GPL3718	12.5043569817347	39	39	0.213881904741798	1
GSM395944	GSE15695	GPL3718	11.1712635590263	24	35	0.247580824556701	1
GSM395946	GSE15695	GPL3718	9.06723004198872	22	34	0.238641897224336	1
GSM395950	GSE15695	GPL3718	6.89342558535307	36	50	0.295707847390475	1
GSM395956	GSE15695	GPL3718	8.04333297737408	7	35	0.224952449222004	1
GSM402754	GSE16092	GPL3718	5.51414107176244	27	30	0.252767922893091	1
GSM402778	GSE16092	GPL3718	10.5634308096143	59	80	0.225113544342013	1
GSM402792	GSE16092	GPL3718	4.71235375373126	29	40	0.232387652637317	1
GSM403515	GSE16125	GPL3718	12.8961805193331	20	28	0.21269499501265	1
GSM403520	GSE16125	GPL3718	12.5893993799153	52	50	0.231378458426329	1
GSM412350	GSE16406	GPL3718	8.02336633441423	11	26	0.25524598404098	1
GSM462330	GSE12906	GPL3718	2.96093106958205	22	28	0.21788293871852	1
GSM462391	GSE12906	GPL3718	5.83122306630312	18	31	0.239817177267852	1
GSM462406	GSE12906	GPL3718	14.9598246469301	34	46	0.272831030889241	1
GSM462410	GSE12906	GPL3718	3.95362262357579	25	45	0.247205001671592	1
GSM466660	GSE18820	GPL3718	4.77646140102479	18	30	0.294860389233381	1
GSM466672	GSE18820	GPL3718	7.07128957827469	42	89	0.257125422167987	1
GSM466781	GSE18828	GPL3718	4.84216318724189	32	65	0.238990532537693	1
GSM466782	GSE18828	GPL3718	2.81387112477028	23	61	0.292766448806217	1
GSM472742	GSE19101	GPL3718	1.14859169032466	117	24	0.182196621370808	1
GSM487779	GSE19578	GPL3718	10.6298456476263	32	31	0.295354935848306	1
GSM487824	GSE19578	GPL3718	5.05390734708004	30	51	0.272527106922249	1
GSM487834	GSE19578	GPL3718	10.086929501453	37	45	0.248757809160461	1
GSM487840	GSE19578	GPL3718	9.54778039100432	13	54	0.238161403110933	1
GSM487847	GSE19578	GPL3718	14.0495626796167	32	42	0.283111574795308	1
GSM487849	GSE19578	GPL3718	11.3949473310692	15	37	0.222803100524401	1
GSM489360	GSE19612	GPL3718	12.0978126768378	57	59	0.309780103521842	1
GSM489916	GSE19647	GPL3718	11.0156119402212	29	43	0.234223050926698	1
GSM489976	GSE19647	GPL3718	5.2576140391792	13	32	0.251172675581389	1
GSM489986	GSE19647	GPL3718	12.2315145170493	12	26	0.212802678475302	1
GSM491135	GSE19612	GPL3718	6.78239797160467	16	46	0.273606098910038	1
GSM491138	GSE19612	GPL3718	11.6021651510397	15	32	0.254740955677411	1
GSM491148	GSE19612	GPL3718	6.27824058206712	17	32	0.277056163375628	1
GSM491149	GSE19612	GPL3718	7.55086580751582	36	36	0.31351651296969	1
GSM523622	GSE20939	GPL3718	12.445332156601	83	92	0.240472147336263	1
GSM523652	GSE20939	GPL3718	8.53063711192741	30	38	0.273058490564491	1
GSM523654	GSE20939	GPL3718	8.12866216419918	40	60	0.248143357095314	1
GSM526389	GSE21057	GPL3718	16.7696671736941	9	24	0.20843933713396	1
GSM533447	GSE21349	GPL3718	7.58855459246942	16	31	0.272267513260053	1
GSM533449	GSE21349	GPL3718	6.13599183984978	27	49	0.283809428969216	1
GSM533450	GSE21349	GPL3718	11.5520156230489	25	47	0.227036113873338	1
GSM533451	GSE21349	GPL3718	4.07847443266755	33	35	0.226408095106994	1
GSM611813	GSE24881	GPL3718	4.35749283309481	7	26	0.229110804360019	1
GSM611849	GSE24881	GPL3718	5.52104694225306	6	24	0.251535933729853	1
GSM611883	GSE24881	GPL3718	7.888827833353	18	39	0.286219998743361	1
GSM611889	GSE24881	GPL3718	3.46469770496083	10	43	0.241593321380649	1
GSM611895	GSE24881	GPL3718	4.76543401792385	12	28	0.303057963900622	1
GSM611905	GSE24881	GPL3718	3.75405741080319	17	33	0.306144056821175	1
GSM611917	GSE24881	GPL3718	2.53635064024307	25	40	0.25597374480122	1
GSM611927	GSE24881	GPL3718	4.92114595524446	8	28	0.285776620159322	1
GSM611938	GSE24881	GPL3718	5.26741053673389	10	24	0.255192790535633	1
GSM611946	GSE24881	GPL3718	5.39909596921598	18	31	0.283587616252164	1
GSM640291	GSE26075	GPL3718	8.34746519001119	44	62	0.264078617745687	1
GSM640301	GSE26075	GPL3718	6.48981403100677	11	23	0.300011544757029	1
GSM457757	GSE18333	GPL6801	4.75320631167178	109	87	0.258001592422071	1
GSM457679	GSE18333	GPL6801	2.52318168361846	15	31	0.309113922827258	1
GSM457705	GSE18333	GPL6801	3.9437146575343	79	68	0.312755045577665	1
GSM457720	GSE18333	GPL6801	2.20283979281336	13	34	0.31133491582129	1
GSM560910	GSE22615	GPL6801	8.58805659508412	47	69	0.329366601001769	1
GSM457732	GSE18333	GPL6801	2.56244576144663	16	27	0.339265247993446	1
GSM560912	GSE22615	GPL6801	21.3626331070164	81	58	0.327961785620527	1
GSM392671	GSE15688	GPL6801	3.20220021428764	13	27	0.36450162697008	1
GSM520400	GSE20709	GPL6801	3.6750006675679	31	40	0.393393416775266	1
GSM639061	GSE25016	GPL6801	9.08727907647319	71	60	0.344354262576405	1
GSM457722	GSE18333	GPL6801	7.06242253111251	56	52	0.288414998137891	1
GSM492495	GSE19539	GPL6801	4.42940328637748	105	83	0.281506753766323	1
GSM639158	GSE25016	GPL6801	5.36649239239594	62	65	0.318020230634955	1
GSM639161	GSE25016	GPL6801	7.85577837304413	39	41	0.280125642104162	1
GSM555179	GSE22305	GPL6801	10.8763372038163	54	52	0.376561082575264	1
GSM638970	GSE25016	GPL6801	8.59374601148749	120	93	0.385335346362802	1
GSM466780	GSE18828	GPL6801	7.22270445932655	59	60	0.290681315422047	1
GSM639017	GSE25016	GPL6801	8.44946565835198	47	66	0.27951023916349	1
GSM639007	GSE25016	GPL6801	16.8931587606913	80	89	0.31351467979315	1
GSM457744	GSE18333	GPL6801	3.56818481379537	80	63	0.355569784790383	1
GSM337701	GSE13372	GPL6801	1.14532283467194	118	24	0.295650188131944	1
GSM520404	GSE20709	GPL6801	3.35722391018432	22	35	0.300241783110828	1
GSM557941	GSE22461	GPL6801	4.94508632530291	32	37	0.355224401642637	1
GSM639179	GSE25016	GPL6801	6.17479822021507	31	53	0.291272622080007	1
GSM337662	GSE13372	GPL6801	2.34587205030384	3	22	0.401699962407687	1
GSM482790	GSE19416	GPL6801	3.69780561750866	67	60	0.469478087392072	1
GSM337665	GSE13372	GPL6801	2.18679630180136	3	23	0.40315107463372	1
GSM631103	GSE23452	GPL6801	5.28975879102291	47	54	0.349602664838649	1
GSM527826	GSE21107	GPL6801	5.28758228646632	47	56	0.349608161813448	1
GSM639169	GSE25016	GPL6801	4.44395420145558	16	42	0.286871093325967	1
GSM433916	GSE17359	GPL6801	7.07012238612322	43	60	0.395775273213909	1
GSM492500	GSE19539	GPL6801	6.77396199800356	25	31	0.353484229276797	1
GSM638975	GSE25016	GPL6801	6.73778305692528	42	51	0.373353004352005	1
GSM639057	GSE25016	GPL6801	10.60897067967	36	43	0.303872378700149	1
GSM520410	GSE20709	GPL6801	4.32000475958256	13	31	0.463653696727853	1
GSM457700	GSE18333	GPL6801	3.70647089419096	40	51	0.313191726982145	1
GSM337664	GSE13372	GPL6801	2.49426125769049	5	23	0.410458105464694	1
GSM492553	GSE19539	GPL6801	5.98353504143549	25	72	0.258125512840817	1
GSM492504	GSE19539	GPL6801	5.09654942756453	25	44	0.324905984422661	1
GSM639159	GSE25016	GPL6801	4.61475585974187	78	79	0.370630442721162	1
GSM492539	GSE19539	GPL6801	10.8689873508761	71	72	0.320831006820078	1
GSM457728	GSE18333	GPL6801	5.6073796240142	68	79	0.271170373622516	1
GSM492556	GSE19539	GPL6801	14.8513939449799	33	33	0.27095292430971	1
GSM520413	GSE20709	GPL6801	12.475869017914	15	34	0.313486083427485	1
GSM639037	GSE25016	GPL6801	15.7954455596537	50	52	0.335713189367986	1
GSM560913	GSE22615	GPL6801	1.05372199073994	36	23	0.321293682029176	1
GSM492524	GSE19539	GPL6801	8.42412968418286	25	45	0.33366473090508	1
GSM492507	GSE19539	GPL6801	16.2186937742965	62	61	0.263558312735332	1
GSM492566	GSE19539	GPL6801	8.55622805818737	47	70	0.353348768436258	1
GSM631145	GSE23452	GPL6801	16.5199157114452	32	53	0.324397463277864	1
GSM639006	GSE25016	GPL6801	6.06064868148098	44	54	0.326010476031244	1
GSM492558	GSE19539	GPL6801	26.359224793788	43	54	0.280383567423449	1
GSM492510	GSE19539	GPL6801	14.4305846028369	34	47	0.275741328623759	1
GSM520402	GSE20709	GPL6801	4.28153618119537	4	23	0.482370944545851	1
GSM482794	GSE19416	GPL6801	5.16652681234373	20	26	0.369063418269117	1
GSM571860	GSE23300	GPL6801	7.65312963726802	15	35	0.420063655713648	1
GSM571846	GSE23300	GPL6801	3.31437343921955	18	28	0.385111953967448	1
GSM492563	GSE19539	GPL6801	11.8867830170471	63	77	0.356513768562721	1
GSM631115	GSE23452	GPL6801	14.2143107168694	32	46	0.367213171056638	1
GSM520403	GSE20709	GPL6801	6.32952429503333	12	28	0.45723515079063	1
GSM492527	GSE19539	GPL6801	5.43878966855998	13	32	0.24714903938273	1
GSM560911	GSE22615	GPL6801	6.894433004463	31	47	0.428451941806641	1
GSM638963	GSE25016	GPL6801	12.6111810350549	48	50	0.341767347233083	1
GSM527838	GSE21107	GPL6801	12.8045122166674	16	34	0.339768477314149	1
GSM631113	GSE23452	GPL6801	12.8160816187165	16	34	0.339730023267779	1
GSM492549	GSE19539	GPL6801	10.9562329982464	36	59	0.287401932767403	1
GSM492509	GSE19539	GPL6801	7.46385768522081	15	22	0.288920605908433	1
GSM631107	GSE23452	GPL6801	10.4118671186278	10	30	0.368848126252578	1
GSM527830	GSE21107	GPL6801	10.4248751553187	10	30	0.368899056927417	1
GSM631041	GSE23452	GPL6801	7.3831602476505	17	31	0.377625433082907	1
GSM527767	GSE21107	GPL6801	7.38693637417659	17	31	0.377807232804519	1
GSM520414	GSE20709	GPL6801	10.5036128574792	10	25	0.362784464666881	1
GSM520407	GSE20709	GPL6801	14.5344397368618	18	34	0.352164188660608	1
GSM492523	GSE19539	GPL6801	12.0081583107931	25	39	0.312236946756033	1
GSM492550	GSE19539	GPL6801	13.8490129922938	14	27	0.251743297328117	1
GSM631035	GSE23452	GPL6801	8.69730076563141	9	22	0.32787214220378	1
GSM630985	GSE23452	GPL6801	10.7541925411837	12	30	0.409097031103306	1
GSM527704	GSE21107	GPL6801	10.7383298287682	12	30	0.409202307571841	1
GSM560916	GSE22615	GPL6801	8.95597247418643	13	24	0.326921891124647	1
GSM492537	GSE19539	GPL6801	14.2271099291682	12	29	0.272280816678682	1
GSM560914	GSE22615	GPL6801	7.69768384924424	7	22	0.350878225613613	1
GSM560908	GSE22615	GPL6801	15.9173475053409	31	36	0.322476591400503	1
GSM560920	GSE22615	GPL6801	5.42800930876584	13	29	0.301914281235444	1
GSM560917	GSE22615	GPL6801	9.01190117065151	21	28	0.333548677315575	1
GSM492532	GSE19539	GPL6801	12.827828227951	7	24	0.325383399755866	1
GSM560919	GSE22615	GPL6801	7.19176853734869	8	22	0.314547832050756	1
GSM560918	GSE22615	GPL6801	8.91310454604365	11	23	0.338915193941697	1
GSM395853	GSE15695	GPL3720	5.75268531293715	19	54	0.247783226703462	1
GSM360700	GSE14437	GPL3720	6.7273044363634	18	33	0.197185635716289	1
GSM182889	GSE7545	GPL3720	1.18296836196321	120	22	0.278299777956481	1
GSM360693	GSE14437	GPL3720	3.98870064192145	4	23	0.24341449458131	1
GSM360699	GSE14437	GPL3720	7.49342524666124	5	27	0.184683059548077	1
GSM601493	GSE24412	GPL3720	1.87055407147663	6	27	0.301545183359674	1
GSM242206	GSE9585	GPL3720	8.71712807524303	73	75	0.301338999989904	1
GSM188051	GSE7822	GPL3720	1.20929351595272	120	22	0.290132360838469	1
GSM523661	GSE20939	GPL3720	1.23193329965696	120	23	0.235584139921766	1
GSM243152	GSE9611	GPL3720	1.66137394333299	13	26	0.274393759787546	1
GSM188057	GSE7822	GPL3720	1.18250002610643	120	24	0.288698859468716	1
GSM188053	GSE7822	GPL3720	1.13687672983188	120	22	0.305266426418349	1
GSM243127	GSE9611	GPL3720	1.28457752617743	8	28	0.326443282454676	1
GSM188059	GSE7822	GPL3720	1.15555103944286	120	24	0.285608236876872	1
GSM188052	GSE7822	GPL3720	1.15464016875107	119	22	0.309388847227145	1
GSM302183	GSE11948	GPL3720	1.18070045177172	120	22	0.293821560146466	1
GSM360684	GSE14437	GPL3720	3.15086624353758	9	31	0.269749352509259	1
GSM182903	GSE7545	GPL3720	1.12723787395425	23	26	0.273359221564327	1
GSM188049	GSE7822	GPL3720	1.13792859303861	120	22	0.303825981769458	1
GSM182934	GSE7545	GPL3720	3.71476988360976	91	104	0.291755819939071	1
GSM302743	GSE11960	GPL3720	1.5713856907404	5	28	0.2635728812397	1
GSM182909	GSE7545	GPL3720	1.6294576121393	46	48	0.286770258202072	1
GSM182893	GSE7545	GPL3720	5.6392260467249	120	87	0.252401498996986	1
GSM182926	GSE7545	GPL3720	1.96541260300162	18	32	0.305994882768029	1
GSM248810	GSE9845	GPL3720	1.87502802702122	34	43	0.254846289047857	1
GSM302249	GSE11948	GPL3720	1.21096707214499	119	22	0.272396970374792	1
GSM248805	GSE9845	GPL3720	1.31445267915719	120	22	0.248524017412338	1
GSM182898	GSE7545	GPL3720	3.49152650360231	43	57	0.315737463876511	1
GSM188058	GSE7822	GPL3720	1.14245219826968	119	22	0.289922151098151	1
GSM454985	GSE18197	GPL3720	1.13526303599514	119	22	0.263058850362028	1
GSM182886	GSE7545	GPL3720	1.14916259120016	120	22	0.322335040525492	1
GSM243109	GSE9611	GPL3720	3.95702224261485	10	45	0.309358662814197	1
GSM182929	GSE7545	GPL3720	5.12971517215465	80	51	0.285306470188931	1
GSM248827	GSE9845	GPL3720	4.0752655885229	30	37	0.257518463258223	1
GSM182895	GSE7545	GPL3720	1.76783882115977	15	33	0.268776566109519	1
GSM182917	GSE7545	GPL3720	4.14156458944344	51	81	0.267463379152931	1
GSM523627	GSE20939	GPL3720	4.66109182201586	34	46	0.243356973043125	1
GSM231357	GSE9154	GPL3720	1.70758700338593	23	38	0.28030746937066	1
GSM523693	GSE20939	GPL3720	1.2164156613311	120	22	0.240375467811092	1
GSM393834	GSE15731	GPL3720	1.17556684323539	120	22	0.294217658515331	1
GSM523631	GSE20939	GPL3720	4.77787979278784	44	45	0.257898664265903	1
GSM248839	GSE9845	GPL3720	1.55189318918428	7	25	0.367061493998762	1
GSM393839	GSE15731	GPL3720	1.35180172284494	4	23	0.292659045398348	1
GSM393847	GSE15731	GPL3720	2.67727768379286	8	27	0.375545990838769	1
GSM231363	GSE9154	GPL3720	1.2049429015362	120	24	0.289526751456316	1
GSM182899	GSE7545	GPL3720	4.9977352607762	37	50	0.264770058639602	1
GSM248851	GSE9845	GPL3720	1.27555857040645	5	23	0.353434621847246	1
GSM182913	GSE7545	GPL3720	2.87963575986137	98	62	0.259968892547916	1
GSM454971	GSE18197	GPL3720	1.14549479603079	119	22	0.275803992106138	1
GSM182894	GSE7545	GPL3720	1.15092142104594	120	22	0.252550791836229	1
GSM248786	GSE9845	GPL3720	1.64809372151782	38	24	0.435830588583994	1
GSM188261	GSE7822	GPL3720	4.68455393882302	26	59	0.293625765955791	1
GSM302741	GSE11960	GPL3720	5.96818567993143	56	60	0.244545839059684	1
GSM182884	GSE7545	GPL3720	1.15621326011194	119	22	0.290951395829077	1
GSM243121	GSE9611	GPL3720	3.6369441187471	4	32	0.293246333240648	1
GSM248864	GSE9845	GPL3720	2.99659581557908	16	32	0.265968900849557	1
GSM188268	GSE7822	GPL3720	8.74791725353826	37	50	0.295182558281197	1
GSM188204	GSE7822	GPL3720	5.61434045842167	30	55	0.307826336689106	1
GSM182912	GSE7545	GPL3720	3.41076652826692	81	69	0.280922013757768	1
GSM243124	GSE9611	GPL3720	6.1488455266283	40	69	0.248289293041933	1
GSM182897	GSE7545	GPL3720	4.26574588254096	23	39	0.313514443785116	1
GSM182890	GSE7545	GPL3720	2.36060313071336	17	29	0.27528108462825	1
GSM523655	GSE20939	GPL3720	5.38388805412879	46	47	0.294284150743237	1
GSM188207	GSE7822	GPL3720	6.97054225702607	35	43	0.286812915980864	1
GSM455104	GSE18197	GPL3720	1.21651451041351	120	22	0.203505587463226	1
GSM182902	GSE7545	GPL3720	2.55959314626758	34	39	0.277815955898773	1
GSM243108	GSE9611	GPL3720	2.39914128433175	11	28	0.320334279030382	1
GSM248806	GSE9845	GPL3720	9.55522298177812	44	60	0.270834020117639	1
GSM231364	GSE9154	GPL3720	1.16364028764011	120	22	0.254252266201461	1
GSM182907	GSE7545	GPL3720	3.27573092940405	53	59	0.30069523914849	1
GSM182927	GSE7545	GPL3720	5.25423952134249	35	44	0.382056374476754	1
GSM302774	GSE11960	GPL3720	5.6085913296366	17	35	0.265519588991932	1
GSM188267	GSE7822	GPL3720	7.30123951626055	68	61	0.326067504427222	1
GSM248816	GSE9845	GPL3720	2.22050735526039	23	29	0.315971191858707	1
GSM243134	GSE9611	GPL3720	4.21746250804447	3	26	0.295829651915803	1
GSM360691	GSE14437	GPL3720	11.1556411175348	11	29	0.230614545294843	1
GSM248790	GSE9845	GPL3720	7.34951247612002	23	40	0.406607698133772	1
GSM248792	GSE9845	GPL3720	1.92300042426402	10	24	0.310858798392411	1
GSM188209	GSE7822	GPL3720	5.93984994925036	64	58	0.355564407694052	1
GSM182923	GSE7545	GPL3720	3.6488954698775	15	50	0.312801364526178	1
GSM455114	GSE18197	GPL3720	1.15216072807083	119	22	0.210194979972085	1
GSM397954	GSE15842	GPL3720	2.31431149115492	5	34	0.273590155968812	1
GSM472693	GSE19101	GPL3720	1.14399750144952	120	22	0.203862040447174	1
GSM243136	GSE9611	GPL3720	2.96196537080598	3	28	0.309887728238581	1
GSM248850	GSE9845	GPL3720	5.77425315270915	42	43	0.315950573245131	1
GSM243130	GSE9611	GPL3720	3.89822878469119	6	26	0.254455942621344	1
GSM529066	GSE21123	GPL3720	8.32259194113407	73	75	0.182783804684675	1
GSM533485	GSE21349	GPL3720	4.92178445139466	12	29	0.224942124658602	1
GSM243125	GSE9611	GPL3720	3.21083584079346	35	37	0.305307259224848	1
GSM248811	GSE9845	GPL3720	5.7940555445593	18	31	0.264555925467665	1
GSM529130	GSE21123	GPL3720	1.17219822829706	120	22	0.211636672132774	1
