Sample	Series	Platform	Speak	Breakpoint_CNA	Breakpoint_CBS	Spread	Label
GSM248854	GSE9845	GPL3720	7.86446559396262	38	46	0.300059398607648	1
GSM182932	GSE7545	GPL3720	1.60195118957855	23	25	0.260327556438336	1
GSM182924	GSE7545	GPL3720	5.81641858729102	42	46	0.283607043389997	1
GSM248845	GSE9845	GPL3720	5.13501063509234	8	28	0.335851554900999	1
GSM533467	GSE21349	GPL3720	6.42104725102075	43	48	0.305985186295757	1
GSM248802	GSE9845	GPL3720	2.29120362749882	6	28	0.328764755324557	1
GSM528949	GSE21123	GPL3720	1.7932217601126	3	23	0.361679158326768	1
GSM539170	GSE21597	GPL3720	3.20686219317694	6	26	0.386953516368347	1
GSM243142	GSE9611	GPL3720	8.43865736109946	4	23	0.265350104945944	1
GSM533489	GSE21349	GPL3720	11.1681718851033	24	45	0.219003211516675	1
GSM248832	GSE9845	GPL3720	3.27072053168147	8	24	0.309439363272847	1
GSM231360	GSE9154	GPL3720	2.15958705465456	10	26	0.308583666666793	1
GSM393833	GSE15731	GPL3720	2.46557453974416	3	22	0.350520200336089	1
GSM360676	GSE14437	GPL3720	8.09043411608817	24	33	0.250404017972386	1
GSM434310	GSE17247	GPL3720	5.66745531186818	43	49	0.342534416261509	1
GSM248812	GSE9845	GPL3720	3.32432785056039	24	34	0.244033039627291	1
GSM243110	GSE9611	GPL3720	9.55011368209573	15	37	0.289331174222644	1
GSM182906	GSE7545	GPL3720	1.46506040834963	6	24	0.266232273850177	1
GSM182908	GSE7545	GPL3720	5.78469391854429	29	41	0.289665066231829	1
GSM248842	GSE9845	GPL3720	4.41395608179604	24	31	0.318495060970614	1
GSM248837	GSE9845	GPL3720	3.43892472680872	15	29	0.338702719016441	1
GSM529086	GSE21123	GPL3720	5.44732327525318	12	31	0.328192626707867	1
GSM182896	GSE7545	GPL3720	3.25738838066519	18	37	0.27852845057738	1
GSM528958	GSE21123	GPL3720	4.24629850780384	3	22	0.332064064445173	1
GSM248819	GSE9845	GPL3720	2.62132025217852	9	26	0.327086515518149	1
GSM231358	GSE9154	GPL3720	2.92733178762102	35	47	0.322435853296537	1
GSM533482	GSE21349	GPL3720	5.87578532460714	10	30	0.22569540537365	1
GSM533483	GSE21349	GPL3720	1.61561735146686	3	26	0.241287224451154	1
GSM548931	GSE22082	GPL3720	2.0928839614055	6	23	0.387890826894211	1
GSM248849	GSE9845	GPL3720	3.73340310501199	13	24	0.309023702194331	1
GSM395805	GSE15695	GPL3720	3.87342458041347	18	36	0.330172167977113	1
GSM182933	GSE7545	GPL3720	4.92401079356954	32	48	0.293103340057446	1
GSM360681	GSE14437	GPL3720	4.54590801055141	22	35	0.25927285971151	1
GSM248817	GSE9845	GPL3720	4.71526470751756	36	40	0.316977682288575	1
GSM360698	GSE14437	GPL3720	7.67176323507158	25	35	0.253710326786464	1
GSM533493	GSE21349	GPL3720	6.11157624696575	34	42	0.266911493980361	1
GSM248791	GSE9845	GPL3720	5.85228971728258	16	28	0.339078550772633	1
GSM182911	GSE7545	GPL3720	3.35729088089093	16	33	0.329592242603736	1
GSM360696	GSE14437	GPL3720	7.3794750946025	16	30	0.252899275775571	1
GSM393875	GSE15731	GPL3720	3.25001902686617	4	22	0.310193155526149	1
GSM491167	GSE19612	GPL3720	5.12208907642452	17	34	0.328683415177573	1
GSM528950	GSE21123	GPL3720	5.20239894791081	15	27	0.385808042692419	1
GSM248834	GSE9845	GPL3720	4.54761611831236	25	31	0.347208924453751	1
GSM248785	GSE9845	GPL3720	12.6406983754441	34	34	0.330527916002382	1
GSM533481	GSE21349	GPL3720	2.37063797007274	13	29	0.335948913234926	1
GSM528996	GSE21123	GPL3720	9.12361743141021	16	32	0.216041500099898	1
GSM360703	GSE14437	GPL3720	13.1061774793253	14	27	0.216714728462899	1
GSM360753	GSE14437	GPL3720	5.26470715801493	13	27	0.236932515397054	1
GSM248801	GSE9845	GPL3720	3.34371428273775	23	38	0.285384959433501	1
GSM248788	GSE9845	GPL3720	8.63071915933006	24	29	0.331575751217508	1
GSM248793	GSE9845	GPL3720	3.72505053810677	15	25	0.284188118496146	1
GSM491162	GSE19612	GPL3720	3.15579597666873	27	39	0.270555336086313	1
GSM487863	GSE19578	GPL3720	3.66997043998081	7	23	0.338086980548376	1
GSM188205	GSE7822	GPL3720	5.73991597714667	26	40	0.349005388012925	1
GSM248866	GSE9845	GPL3720	5.32172869111713	24	27	0.310300801141151	1
GSM374390	GSE14994	GPL3720	8.83240697580596	30	31	0.341928504608172	1
GSM248841	GSE9845	GPL3720	7.03538061245666	12	25	0.365991311539448	1
GSM393874	GSE15731	GPL3720	3.64618340104041	3	22	0.320556444144269	1
GSM243107	GSE9611	GPL3720	3.5146352260637	7	24	0.328152654154088	1
GSM248833	GSE9845	GPL3720	6.3913992058124	13	29	0.267370986176561	1
GSM188266	GSE7822	GPL3720	9.57136864957068	35	43	0.289905335214527	1
GSM487879	GSE19578	GPL3720	5.76894306675699	15	27	0.338398593894636	1
GSM248853	GSE9845	GPL3720	7.00154641487657	9	36	0.30971601432216	1
GSM248867	GSE9845	GPL3720	4.80831567322099	14	27	0.296708787116174	1
GSM491156	GSE19612	GPL3720	6.47710426603037	15	32	0.298532993029497	1
GSM248840	GSE9845	GPL3720	8.64382846719598	17	28	0.336345673357442	1
GSM395827	GSE15695	GPL3720	14.1479195557888	22	30	0.249347470417962	1
GSM302788	GSE11960	GPL3720	14.5257255983676	27	38	0.291230064872751	1
GSM360734	GSE14437	GPL3720	9.88160059813046	11	25	0.239394279535403	1
GSM248783	GSE9845	GPL3720	2.67158424066486	5	29	0.311626157159315	1
GSM248808	GSE9845	GPL3720	4.94139718323675	22	29	0.265956819235239	1
GSM529042	GSE21123	GPL3720	4.18377739047345	7	26	0.242473590046001	1
GSM248865	GSE9845	GPL3720	8.81026465457045	16	27	0.289932151502864	1
GSM182904	GSE7545	GPL3720	8.88121553580007	31	39	0.276811016715705	1
GSM360690	GSE14437	GPL3720	6.07712487008967	5	28	0.220310068464415	1
GSM541533	GSE22082	GPL3720	2.35435531632364	3	30	0.227969939161463	1
GSM182905	GSE7545	GPL3720	4.79208220981937	20	29	0.296463320621123	1
GSM395799	GSE15695	GPL3720	5.39913178294455	24	30	0.298822642142608	1
GSM528943	GSE21123	GPL3720	3.0079269348361	12	28	0.413489414414617	1
GSM248838	GSE9845	GPL3720	9.26849252911955	26	31	0.318769158632212	1
GSM243117	GSE9611	GPL3720	5.71679377074188	12	24	0.247791872486889	1
GSM529027	GSE21123	GPL3720	4.53323252707647	6	22	0.319907503029256	1
GSM533470	GSE21349	GPL3720	8.73893981827292	17	29	0.268972021536888	1
GSM188265	GSE7822	GPL3720	3.56426333872271	26	37	0.307676964050044	1
GSM374410	GSE14994	GPL3720	6.70595313047171	13	28	0.26985672916112	1
GSM374400	GSE14994	GPL3720	4.44014727716476	27	30	0.323450955603487	1
GSM248800	GSE9845	GPL3720	4.32964898321285	22	25	0.261834547181963	1
GSM393885	GSE15731	GPL3720	5.38909093784427	10	22	0.33326312972962	1
GSM528947	GSE21123	GPL3720	4.75827332074875	16	32	0.371809001732506	1
GSM393867	GSE15731	GPL3720	4.35858246694976	3	22	0.32464010762192	1
GSM248855	GSE9845	GPL3720	4.48421674230852	22	25	0.318006332423112	1
GSM188264	GSE7822	GPL3720	6.16800662458569	25	47	0.310780871155126	1
GSM395845	GSE15695	GPL3720	8.66140867942244	15	23	0.390600076992564	1
GSM487881	GSE19578	GPL3720	2.57129391078796	2	26	0.355386662729451	1
GSM188206	GSE7822	GPL3720	6.00909538088565	28	45	0.293536049241976	1
GSM302758	GSE11960	GPL3720	5.49414416161411	18	22	0.266311059862448	1
GSM395847	GSE15695	GPL3720	9.50387867504724	17	31	0.267398363633406	1
GSM533473	GSE21349	GPL3720	15.8437050819559	14	36	0.244423984084016	1
GSM487905	GSE19578	GPL3720	6.33916799816003	18	32	0.323356631995902	1
GSM360682	GSE14437	GPL3720	6.86840545386526	3	24	0.269151323167847	1
GSM360701	GSE14437	GPL3720	8.36634012693417	10	31	0.221000679466083	1
GSM533491	GSE21349	GPL3720	10.2652528832174	11	26	0.250282604572859	1
GSM360789	GSE14437	GPL3720	32.0662085947877	5	22	0.195197317441715	1
GSM323663	GSE12896	GPL3720	4.54243669918027	37	41	0.566954416254189	1
GSM323708	GSE12896	GPL3720	3.3515646446769	10	26	0.547301029455264	1
GSM323770	GSE12896	GPL3720	7.54669625431969	17	25	0.535028698741629	1
GSM323720	GSE12896	GPL3720	5.74227602061367	23	27	0.531565749931763	1
GSM323731	GSE12896	GPL3720	2.66941837051399	13	26	0.531026339429485	1
GSM323775	GSE12896	GPL3720	3.83757825089483	15	28	0.526096426278542	1
GSM323674	GSE12896	GPL3720	3.01023531484573	13	34	0.526037901190723	1
GSM487918	GSE19578	GPL3720	6.41067310763351	14	31	0.513027051534615	1
GSM243129	GSE9611	GPL3720	1.55750383111112	77	41	0.293774865267105	1
GSM187938	GSE7822	GPL2004	1.46683518612995	118	22	0.74859769383434	2
GSM248492	GSE9635	GPL2004	1.54438390552197	20	141	0.347968447189256	2
GSM248535	GSE9635	GPL2004	2.2946384115453	120	309	0.371434358891952	2
GSM248638	GSE9635	GPL2004	1.88569244141858	118	86	0.449117696748977	2
GSM255059	GSE10099	GPL2004	1.77963000209652	35	55	0.437317281264762	2
GSM255087	GSE10099	GPL2004	2.07671082190024	49	37	0.416191759326501	2
GSM255090	GSE10099	GPL2004	3.29201148108571	60	145	0.330647594418813	2
GSM255141	GSE10099	GPL2004	2.86000553493959	29	124	0.270578921287172	2
GSM255399	GSE10099	GPL2004	2.83231537060158	84	79	0.355099920664984	2
GSM255402	GSE10099	GPL2004	2.88555187779683	70	128	0.338683162643468	2
GSM255414	GSE10099	GPL2004	2.87995353364819	96	92	0.309625573334528	2
GSM255426	GSE10099	GPL2004	3.99120418231502	92	134	0.290875866185698	2
GSM255437	GSE10099	GPL2004	3.87146950360102	76	128	0.298039377802545	2
GSM255448	GSE10099	GPL2004	2.78156280613752	99	131	0.323813445422634	2
GSM255449	GSE10099	GPL2004	3.41739002872973	55	78	0.331954287039213	2
GSM255454	GSE10099	GPL2004	2.32922795740783	89	93	0.397266799116189	2
GSM255462	GSE10099	GPL2004	2.87985924808921	72	132	0.326010489938191	2
GSM255484	GSE10099	GPL2004	2.61165109931129	80	167	0.310710043086098	2
GSM255486	GSE10099	GPL2004	3.48065714119511	60	99	0.310074774525604	2
GSM267425	GSE10611	GPL2004	3.23166446153373	72	126	0.424097087556724	2
GSM272451	GSE10792	GPL2004	1.75805971128345	119	65	0.297373230923268	2
GSM272478	GSE10792	GPL2004	1.92748736915202	120	50	0.525585058884161	2
GSM278025	GSE7130	GPL2004	1.67657702541999	120	30	0.557540116896419	2
GSM278031	GSE7130	GPL2004	1.80959108011203	117	54	1.16773624614972	2
GSM278033	GSE7130	GPL2004	1.69411765678717	42	56	0.547544103711689	2
GSM278035	GSE7130	GPL2004	2.44769836637042	73	114	0.600783543894404	2
GSM278037	GSE7130	GPL2004	1.74421629391238	31	88	0.483979721691369	2
GSM278039	GSE7130	GPL2004	2.16062074675998	58	77	0.69904713637832	2
GSM278043	GSE7130	GPL2004	1.79192709727437	120	50	0.765137945133546	2
GSM278045	GSE7130	GPL2004	2.00749012478386	36	83	0.54358827490703	2
GSM278049	GSE7130	GPL2004	1.9779158578063	40	45	0.663747964087189	2
GSM278057	GSE7130	GPL2004	2.76818585430721	25	66	0.659932473628357	2
GSM329038	GSE13137	GPL2004	2.43619500563986	10	181	0.355988833586582	2
GSM329039	GSE13137	GPL2004	1.84660887856342	120	67	0.446440141733835	2
GSM329040	GSE13137	GPL2004	1.77550403529695	118	110	0.42547893486783	2
GSM329041	GSE13137	GPL2004	1.62375398961729	119	31	0.463357790968395	2
GSM333796	GSE12494	GPL2004	2.93204398962396	42	77	0.547470263047317	2
GSM333803	GSE12494	GPL2004	1.50900031523681	18	227	0.335120102362202	2
GSM333815	GSE12494	GPL2004	2.24622037635116	118	159	0.33215712649726	2
GSM335390	GSE12906	GPL2004	2.58282731991623	75	136	0.352819638746306	2
GSM344354	GSE13696	GPL2004	4.28875796774931	95	198	0.302063816324212	2
GSM344356	GSE13696	GPL2004	1.93881202993697	66	467	0.374760031784438	2
GSM344361	GSE13696	GPL2004	2.37538769296875	41	167	0.466765820980876	2
GSM344368	GSE13696	GPL2004	3.71421112192296	80	159	0.354268199864625	2
GSM344377	GSE13696	GPL2004	3.68470599568349	118	157	0.371028358536104	2
GSM344380	GSE13696	GPL2004	4.18049290451861	96	201	0.391753997198851	2
GSM344382	GSE13696	GPL2004	3.04572447047578	103	173	0.379789615265058	2
GSM360374	GSE14437	GPL2004	3.37476204037399	13	103	0.310302067210521	2
GSM360376	GSE14437	GPL2004	1.96340094908724	51	97	0.262405705016625	2
GSM360378	GSE14437	GPL2004	1.68759741353859	43	166	0.324583720341539	2
GSM360392	GSE14437	GPL2004	1.91945883461719	120	109	0.404956167681622	2
GSM360399	GSE14437	GPL2004	1.67829417157773	21	124	0.410478255468769	2
GSM360405	GSE14437	GPL2004	1.7155057946058	120	66	0.365271669173134	2
GSM365860	GSE14656	GPL2004	1.64345701887197	108	44	0.751417474877489	2
GSM365866	GSE14656	GPL2004	1.53417768032497	56	71	0.538369466195973	2
GSM365869	GSE14656	GPL2004	1.71826294236345	120	125	0.417158596134344	2
GSM365875	GSE14656	GPL2004	1.75097087821029	112	32	0.649597923293068	2
GSM365877	GSE14656	GPL2004	1.95988115163697	106	144	0.336246892602363	2
GSM379149	GSE15187	GPL2004	1.87372786618529	115	132	0.334257985248391	2
GSM379150	GSE15187	GPL2004	1.82766540547495	120	148	0.339955729325046	2
GSM379151	GSE15187	GPL2004	1.82941162328336	68	133	0.340681389991653	2
GSM379152	GSE15187	GPL2004	1.85359802378851	113	93	0.465261851779347	2
GSM379154	GSE15187	GPL2004	2.17494174824333	62	119	0.346343213484701	2
GSM379163	GSE15187	GPL2004	1.8274774182698	96	82	0.47146013448868	2
GSM379166	GSE15187	GPL2004	1.85959824843836	120	61	0.47652652024751	2
GSM379177	GSE15187	GPL2004	2.04677395937891	120	132	0.373693175197164	2
GSM379178	GSE15187	GPL2004	1.67389816298313	64	125	0.393638164443697	2
GSM379179	GSE15187	GPL2004	1.75536122213673	119	117	0.351903584195077	2
GSM379180	GSE15187	GPL2004	1.85389694583022	115	107	0.355622503734235	2
GSM379181	GSE15187	GPL2004	1.82608525883845	110	114	0.361663697920464	2
GSM379182	GSE15187	GPL2004	2.16405237746333	120	160	0.361833446596166	2
GSM379183	GSE15187	GPL2004	2.15937575736043	118	104	0.369678839939225	2
GSM379184	GSE15187	GPL2004	1.93995451427134	67	70	0.460588118070541	2
GSM379188	GSE15187	GPL2004	1.99058298538227	108	109	0.333763400668086	2
GSM379189	GSE15187	GPL2004	2.01193633578974	120	97	0.342852289133925	2
GSM379190	GSE15187	GPL2004	1.98564636569739	120	95	0.327631377777106	2
GSM379191	GSE15187	GPL2004	1.79309707265056	119	88	0.415077944114936	2
GSM379192	GSE15187	GPL2004	1.8180037484661	109	78	0.387537373590351	2
GSM379193	GSE15187	GPL2004	2.02258280418412	73	118	0.380738449376502	2
GSM379203	GSE15187	GPL2004	1.58358073555093	120	24	0.47880294304149	2
GSM379233	GSE15187	GPL2004	1.94648002192479	118	103	0.47623601454062	2
GSM393324	GSE15714	GPL2004	1.53897451363691	118	22	0.568738030146176	2
GSM393370	GSE15714	GPL2004	1.45766385124355	90	27	0.52787849656993	2
GSM393378	GSE15714	GPL2004	1.5324683568465	120	22	0.505430389656613	2
GSM393398	GSE15714	GPL2004	1.43104115617501	120	22	0.516378311878651	2
GSM455968	GSE18252	GPL2004	1.89211953907785	112	316	0.331539500229996	2
GSM455982	GSE18252	GPL2004	1.91223770316922	111	143	0.323226005957595	2
GSM473080	GSE19101	GPL2004	1.55246186623475	120	24	0.50811755030158	2
GSM473117	GSE19101	GPL2004	1.75700839403919	115	34	0.453337945555648	2
GSM473197	GSE19101	GPL2004	1.48613226240007	120	22	0.631789432447869	2
GSM513832	GSE20481	GPL2004	1.96702630441199	20	147	0.283455980416139	2
GSM513834	GSE20481	GPL2004	2.14438721513446	19	333	0.271971736833339	2
GSM513835	GSE20481	GPL2004	2.9479847808428	18	223	0.296856890671938	2
GSM513838	GSE20481	GPL2004	2.20588949994488	31	262	0.270905367664872	2
GSM513842	GSE20481	GPL2004	1.81968687783404	46	146	0.261021392723711	2
GSM513897	GSE20481	GPL2004	2.19371601687277	120	215	0.262265975669921	2
GSM513913	GSE20481	GPL2004	2.35411322075446	28	121	0.285060366461325	2
GSM513993	GSE20481	GPL2004	1.79910372356779	120	36	0.564185983315031	2
GSM513994	GSE20481	GPL2004	1.56409937034575	119	26	0.539189637869506	2
GSM513995	GSE20481	GPL2004	1.73759588739212	37	38	0.53863723375022	2
GSM514017	GSE20481	GPL2004	1.47489699410979	117	22	0.641285992999186	2
GSM514018	GSE20481	GPL2004	1.52892942088942	120	22	0.651732579322549	2
GSM514019	GSE20481	GPL2004	1.46427064537595	120	22	0.66369053184377	2
GSM514020	GSE20481	GPL2004	1.54682786287607	120	22	0.640084843826216	2
GSM514021	GSE20481	GPL2004	1.54947871648136	119	22	0.631754949719755	2
GSM514022	GSE20481	GPL2004	1.57414982990162	120	22	0.640387661396286	2
GSM514023	GSE20481	GPL2004	1.91727214108466	116	129	0.286681255588684	2
GSM514024	GSE20481	GPL2004	1.90090421631021	29	171	0.256876393354658	2
GSM514025	GSE20481	GPL2004	1.98895302101895	114	260	0.291668017427747	2
GSM514026	GSE20481	GPL2004	1.89071583771076	32	204	0.252441898958572	2
GSM514027	GSE20481	GPL2004	1.87101530738625	103	138	0.25640601040277	2
GSM514028	GSE20481	GPL2004	1.79146556028884	119	171	0.263236373685575	2
GSM514034	GSE20481	GPL2004	1.90365877446358	87	163	0.331533813377042	2
GSM514071	GSE20481	GPL2004	1.79425036719088	120	85	0.369468070232637	2
GSM514074	GSE20481	GPL2004	2.06117507918418	51	245	0.354825438554737	2
GSM514079	GSE20481	GPL2004	2.55971512414486	65	187	0.31321322978732	2
GSM514081	GSE20481	GPL2004	1.94422673250424	119	180	0.350347388697793	2
GSM514082	GSE20481	GPL2004	1.62769241590545	28	108	0.303808514476063	2
GSM514086	GSE20481	GPL2004	1.91649600463791	115	247	0.323679625857096	2
GSM514087	GSE20481	GPL2004	2.05706810008424	117	167	0.27009075578878	2
GSM514089	GSE20481	GPL2004	2.10436822075003	41	219	0.311723166467971	2
GSM187951	GSE7822	GPL2005	1.82756493041525	119	97	0.459364875542687	2
GSM187960	GSE7822	GPL2005	1.83272679308799	119	117	0.517370579224484	2
GSM198510	GSE8046	GPL2005	2.52988739742595	43	190	0.36288268945067	2
GSM198668	GSE8046	GPL2005	1.98953496610988	111	205	0.393527248949301	2
GSM206857	GSE8271	GPL2005	1.67850421369773	120	24	0.638881596680682	2
GSM206858	GSE8271	GPL2005	1.52385673252819	120	24	0.641037241684646	2
GSM206859	GSE8271	GPL2005	1.63374547803088	106	27	0.668458135083437	2
GSM206860	GSE8271	GPL2005	1.64669180985022	118	24	0.727774781117687	2
GSM212570	GSE8567	GPL2005	1.63674576852646	118	141	0.625906593103838	2
GSM212647	GSE8567	GPL2005	1.99481646042546	116	243	0.670736334656622	2
GSM212652	GSE8567	GPL2005	1.97902722502447	120	670	0.80217255360099	2
GSM212653	GSE8567	GPL2005	1.93952458529212	120	549	0.625286628974561	2
GSM212664	GSE8567	GPL2005	1.66365309326371	120	120	0.717865501681168	2
GSM212665	GSE8567	GPL2005	1.62697742509735	120	368	0.722842366703627	2
GSM212667	GSE8567	GPL2005	1.67860339276317	119	207	0.8387899613905	2
GSM212670	GSE8567	GPL2005	1.68617554607623	120	327	0.728114415164207	2
GSM212672	GSE8567	GPL2005	1.72389454828435	120	379	0.830296376451653	2
GSM212673	GSE8567	GPL2005	1.47809527319012	120	866	0.820168318827225	2
GSM212675	GSE8567	GPL2005	1.77700577370704	120	789	0.846829009318605	2
GSM212679	GSE8567	GPL2005	1.75459710456828	120	565	1.05869665253358	2
GSM212680	GSE8567	GPL2005	1.60704593851766	114	171	0.551269336537145	2
GSM248244	GSE9635	GPL2005	1.85242876087591	119	119	0.424557788511459	2
GSM248322	GSE9635	GPL2005	1.80274889666004	28	286	0.458222778106361	2
GSM248324	GSE9635	GPL2005	2.06658728940775	119	84	0.473064265087397	2
GSM248333	GSE9635	GPL2005	1.90314899590861	113	114	0.461159466805251	2
GSM248334	GSE9635	GPL2005	2.01858671976595	118	85	0.45195939356104	2
GSM248417	GSE9635	GPL2005	1.81223316998045	120	99	0.459192349582065	2
GSM248425	GSE9635	GPL2005	1.80121361393301	120	120	0.516975505345935	2
GSM255176	GSE10099	GPL2005	1.92526217730222	106	97	0.367671948316038	2
GSM255508	GSE10099	GPL2005	1.43639285600936	34	34	0.573804896511868	2
GSM255595	GSE10099	GPL2005	2.94151239200699	88	163	0.346740806655288	2
GSM262542	GSE10387	GPL2005	2.17332852895079	117	79	0.648894447464405	2
GSM262544	GSE10387	GPL2005	1.71563534742038	115	22	1.38296436229806	2
GSM267423	GSE10611	GPL2005	3.0405045478061	41	129	0.393027653993658	2
GSM272452	GSE10792	GPL2005	1.76718912779767	84	105	0.397505140927226	2
GSM272476	GSE10792	GPL2005	1.8730939937905	115	117	0.399175656474103	2
GSM278032	GSE7130	GPL2005	1.73035252792049	103	51	1.13384278949991	2
GSM278038	GSE7130	GPL2005	1.91198572222071	120	88	0.497689820090373	2
GSM278046	GSE7130	GPL2005	2.3520991104479	32	67	0.546734309310489	2
GSM278052	GSE7130	GPL2005	2.21850655029265	27	91	0.506645114230328	2
GSM278058	GSE7130	GPL2005	2.77142462854487	28	73	0.670165469693002	2
GSM278939	GSE11036	GPL2005	2.07115429293131	114	164	0.460711919874098	2
GSM288046	GSE11417	GPL2005	1.92925625815679	109	133	0.350806364491124	2
GSM288061	GSE11417	GPL2005	1.65524372393058	120	111	0.283329239057358	2
GSM288098	GSE11417	GPL2005	1.75452633166001	120	44	0.583786718783562	2
GSM323491	GSE12906	GPL2005	1.75410810186244	118	44	0.740000408676252	2
GSM323492	GSE12906	GPL2005	1.75256922211463	119	67	0.663517167732757	2
GSM333798	GSE12494	GPL2005	1.67463234058577	67	221	0.40793669593315	2
GSM333799	GSE12494	GPL2005	2.16581000350303	118	198	0.436044423941268	2
GSM333800	GSE12494	GPL2005	2.01952201418733	96	197	0.421816878022044	2
GSM333802	GSE12494	GPL2005	2.07285590864827	119	162	0.396324588102674	2
GSM333804	GSE12494	GPL2005	2.18314156381587	26	244	0.405845910751995	2
GSM333805	GSE12494	GPL2005	2.43269237786645	36	154	0.415108738921671	2
GSM333806	GSE12494	GPL2005	2.33707942754092	17	146	0.406324109200417	2
GSM333807	GSE12494	GPL2005	1.9043933560391	111	154	0.411059238462608	2
GSM333808	GSE12494	GPL2005	1.77943423059115	97	163	0.422192434148891	2
GSM333809	GSE12494	GPL2005	1.90927007081326	26	154	0.427871536502119	2
GSM333810	GSE12494	GPL2005	2.11553898214078	73	132	0.432014375641935	2
GSM333811	GSE12494	GPL2005	2.29666467275515	120	160	0.42681589021202	2
GSM333812	GSE12494	GPL2005	1.98377689692262	100	156	0.428039722771465	2
GSM333813	GSE12494	GPL2005	2.13142236471965	42	172	0.429719809253631	2
GSM333814	GSE12494	GPL2005	1.81198158286426	23	131	0.420850865077326	2
GSM333826	GSE12494	GPL2005	2.00311342682797	117	140	0.416788101977315	2
GSM344396	GSE13696	GPL2005	2.46560374433379	27	387	0.422536167889653	2
GSM344400	GSE13696	GPL2005	2.33240585083081	95	262	0.379395086376157	2
GSM344404	GSE13696	GPL2005	4.20096311536231	108	214	0.344886005387533	2
GSM344406	GSE13696	GPL2005	1.96553854931941	117	576	0.424810304640696	2
GSM344411	GSE13696	GPL2005	2.51817647288532	72	300	0.396280764064423	2
GSM344412	GSE13696	GPL2005	1.72531141801587	119	171	0.384688313050256	2
GSM344418	GSE13696	GPL2005	2.67343306385418	60	255	0.352171460797946	2
GSM347498	GSE13813	GPL2005	2.95806124283374	63	167	0.437315059130581	2
GSM360518	GSE14437	GPL2005	1.64598328691583	120	23	0.543066668768505	2
GSM360527	GSE14437	GPL2005	2.51958300857276	32	123	0.326063549962777	2
GSM360528	GSE14437	GPL2005	2.03865344959955	109	102	0.345277800456108	2
GSM360529	GSE14437	GPL2005	1.86521941222166	119	93	0.337070634251573	2
GSM365887	GSE14656	GPL2005	1.88056466033478	120	57	0.75940783250755	2
GSM365893	GSE14656	GPL2005	1.83637368793618	95	82	0.644391473758006	2
GSM365894	GSE14656	GPL2005	1.75578886121183	120	62	0.456794091602142	2
GSM365896	GSE14656	GPL2005	1.89791821273276	109	153	0.49748872141232	2
GSM365902	GSE14656	GPL2005	1.50303358083818	120	22	0.654797487486053	2
GSM370563	GSE14804	GPL2005	2.16809429709282	18	26	0.626942372288371	2
GSM370566	GSE14804	GPL2005	1.70560148154203	113	32	0.617145363315503	2
GSM375384	GSE14860	GPL2005	1.92366578644201	120	96	0.458103799054048	2
GSM375385	GSE14860	GPL2005	2.24169866391149	115	126	0.42034490744665	2
GSM375386	GSE14860	GPL2005	1.87206317637747	119	95	0.470938295917161	2
GSM375398	GSE14860	GPL2005	2.17325075267477	102	122	0.429945449669438	2
GSM379086	GSE15187	GPL2005	1.87841672526555	120	37	0.676678118616459	2
GSM379089	GSE15187	GPL2005	1.84527206945938	119	69	0.508114594507784	2
GSM379090	GSE15187	GPL2005	2.03945554068533	120	62	0.540477929053269	2
GSM379091	GSE15187	GPL2005	1.8266271953305	120	69	0.488080282439983	2
GSM379092	GSE15187	GPL2005	1.75127522710712	120	60	0.510145265326914	2
GSM379093	GSE15187	GPL2005	1.78986195416329	119	59	0.564949737312914	2
GSM379094	GSE15187	GPL2005	1.91197612064709	111	126	0.484693511604278	2
GSM379095	GSE15187	GPL2005	1.87015651995532	115	51	0.595742713610527	2
GSM379102	GSE15187	GPL2005	1.88441961551901	118	46	0.592693218074632	2
GSM379106	GSE15187	GPL2005	1.94758501558788	120	60	0.569953228676317	2
GSM379107	GSE15187	GPL2005	1.78088760290934	120	224	0.50658579602735	2
GSM379130	GSE15187	GPL2005	1.80923364821787	120	33	0.688761286051949	2
GSM379134	GSE15187	GPL2005	1.67207376884036	96	71	0.550313982833817	2
GSM379144	GSE15187	GPL2005	1.86047083763387	120	70	0.563973479927245	2
GSM379145	GSE15187	GPL2005	1.80668204160927	115	55	0.565201759623035	2
GSM395545	GSE15732	GPL2005	1.45522467379677	105	22	0.843999291900267	2
GSM403334	GSE16121	GPL2005	2.47086864774978	27	83	0.516993521289027	2
GSM455969	GSE18252	GPL2005	1.8047222706888	116	137	0.421567865275498	2
GSM455977	GSE18252	GPL2005	1.875384327972	59	69	0.481874591145839	2
GSM455979	GSE18252	GPL2005	1.87711840696474	33	53	0.592400702579511	2
GSM455981	GSE18252	GPL2005	1.51045118498022	50	26	0.603493567846857	2
GSM473099	GSE19101	GPL2005	1.56087138608962	120	23	0.740031233077639	2
GSM484745	GSE19449	GPL2005	1.85770082834505	113	25	0.631208904156333	2
GSM510354	GSE20376	GPL2005	1.73206922365351	115	30	0.752738557286013	2
GSM510358	GSE20376	GPL2005	1.94773814171902	18	22	0.708278561777177	2
GSM510360	GSE20376	GPL2005	1.59657777765227	118	24	0.638649677199604	2
GSM510362	GSE20376	GPL2005	1.53639662954842	120	24	0.640736543490161	2
GSM510364	GSE20376	GPL2005	1.49511447821508	106	26	0.554558608970449	2
GSM510366	GSE20376	GPL2005	1.54848060678847	120	24	0.678136402500656	2
